state,fipsStateCode,region,incidentId,Fire,Flood,Severe Storm,Straight-Line Winds,Winter Storm,Hurricane,Tornado,Tropical Storm,Mud/Landslide,Snowstorm,Coastal Storm,Severe Ice Storm,Typhoon,Freezing,Drought,Fishing Losses,Other,Dam/Levee Break,Tropical Depression,year,month,day
KS,20,7,2017030704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,3,4
OK,40,6,2017022401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2,23
TN,47,4,2016112801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,11,28
KY,21,4,2016111901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,11,18
TN,47,4,2016112002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,11,17
NC,37,4,2016112001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,11,19
GA,13,4,2016111301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,11,13
NC,37,4,2016111201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,11,11
TN,47,4,2016111101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,11,11
TN,47,4,2016111001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,11,5
KY,21,4,2016110802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,11,8
CO,8,8,2016101801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,10,17
NV,32,9,2016101401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,10,14
CO,8,8,2016100403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,10,4
NV,32,9,2016100201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,10,2
OR,41,10,2016083101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8,30
WA,53,10,2016082801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8,27
ID,16,10,2016082502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8,21
WA,53,10,2016082202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8,21
WA,53,10,2016082201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8,21
CA,6,9,2016081604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8,16
CA,6,9,2016081502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8,13
MT,30,8,2016080102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8,1
WA,53,10,2016080101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7,31
NV,32,9,2016073102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7,29
CA,6,9,2016073101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7,30
WY,56,8,2016072903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7,28
NV,32,9,2016072902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7,29
WY,56,8,2016072601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7,25
NM,35,6,2016071401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7,13
CO,8,8,2016071101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7,9
CA,6,9,2016071001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7,9
CA,6,9,2016062401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6,23
UT,49,8,2016062201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6,21
CA,6,9,2016062101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6,20
NM,35,6,2016061601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6,14
OR,41,10,2016060902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6,7
AZ,4,9,2016060901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6,8
NH,33,1,2016042201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,4,21
OK,40,6,2016040602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,4,5
KS,20,7,2016040601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,4,5
KS,20,7,2016032401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,3,23
OK,40,6,2016021902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,18
OK,40,6,2016020101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1,29
OK,40,6,2015111201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,11,11
TX,48,6,2015101502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,10,13
WY,56,8,2015101201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,10,11
OR,41,10,2015091402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,9,13
WA,53,10,2015091401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,9,13
CA,6,9,2015091001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,9,9
ID,16,10,2015083001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8,29
WA,53,10,2015082501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8,19
WA,53,10,2015082201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8,21
OR,41,10,2015082101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8,20
WA,53,10,2015082001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8,19
ID,16,10,2015081506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8,14
WA,53,10,2015081505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8,14
WA,53,10,2015081504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8,14
OR,41,10,2015081503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8,14
WA,53,10,2015081502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8,14
WA,53,10,2015081501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8,14
ID,16,10,2015081402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8,10
WA,53,10,2015081401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8,13
OR,41,10,2015081301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8,11
OR,41,10,2015080902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8,8
AZ,4,9,2015080901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8,8
WA,53,10,2015080501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8,4
CA,6,9,2015080201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,7,29
OR,41,10,2015073101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,7,30
WA,53,10,2015072101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,7,20
CA,6,9,2015071801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,7,17
ID,16,10,2015070601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,7,5
WA,53,10,2015062901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,6,28
AZ,4,9,2015061801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,6,17
AZ,4,9,2014110601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5,20
CA,6,9,2014100901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,10,8
CA,6,9,2014091701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,9,13
OR,41,10,2014091602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,9,15
CA,6,9,2014091603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,9,15
CA,6,9,2014091501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,9,14
CA,6,9,2014090601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,9,5
CA,6,9,2014082501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,8,24
CA,6,9,2014081902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,8,18
CA,6,9,2014081901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,8,18
OR,41,10,2014080701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,8,5
WA,53,10,2014080601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,8,5
WA,53,10,2014080304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,8,2
CA,6,9,2014080303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,8,1
CA,6,9,2014080302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,8,2
CA,6,9,2014080301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,8,1
CA,6,9,2014080202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,8,1
OR,41,10,2014080201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,7,31
UT,49,8,2014072201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,7,21
WA,53,10,2014071901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,7,19
WA,53,10,2014072001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,7,19
WA,53,10,2014071703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,7,15
WA,53,10,2014071701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,7,15
OR,41,10,2014071401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,7,13
WA,53,10,2014071002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,7,10
WA,53,10,2014071003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,7,9
CA,6,9,2014070202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,7,1
OR,41,10,2014060801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,6,7
CA,6,9,2014051501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5,14
CA,6,9,2014051402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5,14
TX,48,6,2014051201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5,11
OK,40,6,2014050601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,5,5
CA,6,9,2014011601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,16
CA,6,9,2013091001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,9,9
CA,6,9,2013082401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,8,20
WA,53,10,2013082101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,8,20
MT,30,8,2013082001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,8,18
OR,41,10,2013081901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,8,17
ID,16,10,2013081602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,8,15
UT,49,8,2013081302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,8,13
ID,16,10,2013081301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,8,12
WA,53,10,2013081101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,8,10
CA,6,9,2013080801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,8,7
CA,6,9,2013080601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,8,5
OR,41,10,2013080301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7,28
WA,53,10,2013073002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7,27
OR,41,10,2013072801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7,27
OR,41,10,2013072001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7,19
MT,30,8,2013071801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7,18
NV,32,9,2013070501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7,4
AZ,4,9,2013070301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7,1
AZ,4,9,2013063001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,6,30
CO,8,8,2013062201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,6,21
CO,8,8,2013062102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,6,19
AZ,4,9,2013061901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,6,18
CO,8,8,2013061202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,6,11
CO,8,8,2013061201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,6,11
NM,35,6,2013060605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,5,30
CA,6,9,2013060201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,5,31
CA,6,9,2013050203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,5,2
CA,6,9,2013050201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,5,1
CO,8,8,2012102301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,10,23
CA,6,9,2012092401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,9,23
WA,53,10,2012092001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,9,19
ID,16,10,2012091802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,9,18
WA,53,10,2012091302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,9,12
WA,53,10,2012091301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,9,12
MT,30,8,2012091102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,9,10
WA,53,10,2012091101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,9,10
WY,56,8,2012091001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,9,9
WA,53,10,2012091002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,9,9
WA,53,10,2012091003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,9,9
WA,53,10,2012090601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,9,5
SD,46,8,2012090101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8,31
NE,31,7,2012083001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8,30
MT,30,8,2012082902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8,28
CA,6,9,2012081901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8,18
ID,16,10,2012081601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8,15
WA,53,10,2012081401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8,13
CA,6,9,2012081302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8,12
OK,40,6,2012080605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8,4
OK,40,6,2012080604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8,4
OK,40,6,2012080603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8,3
OK,40,6,2012080602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8,3
MT,30,8,2024081401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,7,24
LA,22,6,2017082301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,28
AZ,4,9,2024071201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,7,10
AZ,4,9,2024071001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,7,9
AZ,4,9,2024062803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,6,27
AZ,4,9,2024061301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,6,12
AZ,4,9,2024052902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,5,28
OK,40,6,2024061203,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,3,14
GA,13,4,2015122301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,12,22
TX,48,6,2024070302,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,7,5
NM,35,6,2024061901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,6,17
NE,31,7,2024041501,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,4,6
ME,23,1,2024040401,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,4,3
TX,48,6,2024042701,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,4,26
IA,19,7,2024042902,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024,4,26
NE,31,7,2024042901,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024,4,25
OH,39,5,2024032101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024,3,14
WA,53,10,2024032102,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,1,5
KS,20,7,2024041101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,1,8
CA,6,9,2024013101,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,1,30
VT,50,1,2024010901,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,1,9
OR,41,10,2024020701,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,1,10
RI,44,1,2024010901,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,1,9
GA,13,4,2024092301,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,9,24
ND,38,8,2024012201,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,12,25
WA,53,10,2023082901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2023,8,18
UT,49,8,2023080701,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,5,1
MT,30,8,2023083001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,6,1
WY,56,8,2023080101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,6,15
TN,47,4,2023073102,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,7,18
OK,40,6,2013052001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013,5,18
IA,19,7,2023062301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,4,24
NY,36,2,2024111501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,11,8
TN,47,4,2023062901,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,6,25
MT,30,8,2023052603,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,4,10
NJ,34,2,2023072801,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,7,14
ME,23,1,2023051002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,4,30
SD,46,8,2023052602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,4,9
ND,38,8,2023052601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,4,10
LA,22,6,2017020802,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017,2,7
LA,22,6,2017100401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10,5
CA,6,9,2023041201,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,2,14
OK,40,6,2023042001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2023,4,19
TX,48,6,2023042201,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,1,30
AZ,4,9,2020062701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,6,27
AZ,4,9,2020062401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,6,23
AZ,4,9,2020061101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,6,11
AZ,4,9,2020053001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,5,30
AZ,4,9,2018051101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,5,11
CA,6,9,2016082203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8,16
CA,6,9,2016081501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8,13
CA,6,9,2016080901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8,7
CA,6,9,2016072901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7,22
CA,6,9,2016072401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7,22
CA,6,9,2016062001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6,19
CA,6,9,2016060501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6,4
CA,6,9,2015091301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,9,12
AR,5,6,2023013101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,1,30
CA,6,9,2015072301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,7,22
CA,6,9,2020092801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,9,28
CA,6,9,2020092701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,9,27
CA,6,9,2020091401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,9,13
CA,6,9,2020090907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,8,17
CA,6,9,2020090903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,9,8
CA,6,9,2020090703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,9,5
CA,6,9,2020090701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,9,6
CA,6,9,2020082301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,8,17
CA,6,9,2020082102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,8,20
CA,6,9,2020082002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,8,20
CA,6,9,2020081901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,8,18
CA,6,9,2020081802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,8,17
CA,6,9,2020081701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,8,16
CA,6,9,2018062501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,6,24
CA,6,9,2017120502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,12,5
CA,6,9,2017101003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10,9
CA,6,9,2017092601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,25
CA,6,9,2017090402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,4
CA,6,9,2017090301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,29
CA,6,9,2017090202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,1
ME,23,1,2022122102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,12,23
VT,50,1,2022122102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,12,22
NY,36,2,2022122601,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2022,12,23
CA,6,9,2021081801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,14
CA,6,9,2021081702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,8,17
